source_path,destination_path,role,source_sha256,destination_sha256,copy_refactor_status,notes
scripts_gnn/238_generate_figure01_schematic_revision_v3_centered_legend.py,src/dc_restoration/plotting/schematic.py,plotting,fc04d3c0fb647f4a95a7b0e11aaba2bacb72605cf5d5da421b2bb4ce8ed2f6f0,ab18c439fe5c95ed728297ee4129971a1bd51780bdfe40010bc3499b4e9f56c7,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: ensure_dirs, setup_style, read_csv, bool_series, add_panel_label, export_figure, norm_transform, data_bounds_for_region, draw_edges, anchor_zone_ellipse, draw_assets, box_to_global, draw_polyline, draw_module_schematic, make_figure1"
,src/dc_restoration/policies/__init__.py,release/interface/documentation/test,,88d0674c6ee82d2f4be380db0ce398af7c8ae7066bc11fb64f0e652f02e0639f,new,New target-only packaging file; no archived source copied.
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_encoder_ablation_lookahead_ppo_v1.py,src/dc_restoration/policies/encoders.py,policies,2271b09356db313ba0eafdb61b28c76fd11452bf5c5fbac3fd7d31346fc5837c,14ff2f8515bc42085701ed99dfedbc07297c7c3d9f6ff568b927a526b75bc9a5,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: SpatialIndex, build_spatial_index, candidate_extra_xy, rasterize_state, MLPScorer, CNNEncoder, EncoderActorCritic"
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_true_gnn_recovery_training_and_rl_ablation_v1.py,src/dc_restoration/policies/graph.py,policies,246227b7d1c7af3fa4a5d022d5913af613f53c5011efd41a53bf590aa330c412,58ecd913b6b735a2b0e618bc09e3338b7c468e0c7d062fab3bd499c3fe92131c,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: mlp, EdgeConditionedMessagePassing, TrueGNNActorCritic, V03GraphAdapter, to_torch_batch, save_true_gnn_checkpoint, load_true_gnn_checkpoint, compute_gae_arrays"
,src/dc_restoration/policies/registry.py,release/interface/documentation/test,,60824a3c947813d6b8aef255048aa85d0279f59d4e53e5e9d1fd70cb2f3a402c,new,New target-only packaging file; no archived source copied.
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_harmonized_objective_fair_retraining.py,src/dc_restoration/policies/training.py,policies,4d59f920968f320259c0e79da6f5c54f69dac4ed29dc1d7004ba6af9edd18097,21dbeeba926c635012a702a77080d4c80446433ef7b753b953639a238123de10,curated,"Copied before curation. Publication refinement: Read the explicit fixed-priority mode and update progress labels; preserve learning, screening, rewards and checkpoint compatibility."
,src/dc_restoration/restoration/__init__.py,release/interface/documentation/test,,06dd29688cdf713ba9611af6df606ff69436aa8282f5f75716af601b075ad349,new,New target-only packaging file; no archived source copied.
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/benchmark_v0_3_baseline_learning_suite_v1.py,src/dc_restoration/restoration/environment.py,restoration,5cd9893adcc9a182081edf199097e5a6c3e93c0e6dc37258c53af4d55f939f4a,4d0c07f59838d21299f7f8a3ed565c4095c8d9bf07e768fe55e16aa9baab598d,curated,Copied before curation. Publication refinement: Expose and validate the existing allocation mode in the constructor; preserve numerical physical accounting.
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/hard_case_v2_design.py,src/dc_restoration/restoration/simulator.py,restoration,62ddbcff786d918922bb20a686162f5fb8684f287a2d8aee85ad5468eeab8e71,966e8a38cab50374bec270d2aec4d5df7aa16765a2b1a516b2bc7b0c7fb43740,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: _write_yaml, _write_text, _safe_bool, _md_table, _haversine_km, _resolve_path, OutageMetrics, RestorationSimulator"
,src/dc_restoration/restoration/validation.py,release/interface/documentation/test,,9acf9dcd5f56e2924eb40f6df69e66e6305b600d431a5555d4ffbf595d3294d3,new,New target-only packaging file; no archived source copied.
,src/dc_restoration/spatial/__init__.py,introductory spatial map workflow,,94979ccd404504da2e7b1e41f06b264a1f1f1c91de6e8c55d7369e0c199f1fb2,new,"New target-only mapping interface, configuration or synthetic offline tests; no research data included."
,src/dc_restoration/spatial/cli.py,introductory spatial map workflow,,7cce1414cb31030d4aa33b3cd4c031dc6558a08d5b1a08aef56a554375b360df,new,"New target-only mapping interface, configuration or synthetic offline tests; no research data included."
,src/dc_restoration/spatial/configuration.py,introductory spatial map workflow,,0091d1ed3ac503bd121c2e0778737f0c5de9edac62cb9ffc6fc234675820d734,new,"New target-only mapping interface, configuration or synthetic offline tests; no research data included."
,src/dc_restoration/spatial/intro_map.yaml,introductory spatial map workflow,,445648cd2274165d5f55a5138582a7e1919a7c675dfac52cdb934c7a85ffca31,new,"New target-only mapping interface, configuration or synthetic offline tests; no research data included."
outputs/intro_dc_hurricane_map_v3_paper_style/scripts/prepare_data.py,src/dc_restoration/spatial/prepare.py,introductory spatial map workflow,481c678820a3c15b747f3a64f8dbbbb85bd12db856c85d304d92b9d50836416f,c7d331f8acee423261c4c3c231c4a16d19567792a234f95622db462c3986dcf9,refactored,"Version-3 source copied before adaptation; original source hash retained. Package imports, explicit configurable paths, offline validation and documentation adapted; scientific calculations and visual specification retained."
outputs/intro_dc_hurricane_map_v3_paper_style/data_raw/source_manifest.json,src/dc_restoration/spatial/source_manifest.json,introductory spatial map workflow,a77a8c29d6c45b303878989472f83b238d5ac7664693b381fb4245dfe41cc189,0f54fbbf105f7a762512767139d08310d3b1141121a24f01565cd0358288d18e,copied,Version-3 source copied before adaptation; original source hash retained. Attribution/provenance metadata only; LF-normalized destination.
outputs/intro_dc_hurricane_map_v3_paper_style/scripts/fetch_sources.py,src/dc_restoration/spatial/sources.py,introductory spatial map workflow,a266636ff095b16d36ddbf82b591d1cd37423056101d4726ed48e9c9414467c9,ad5cb2356ac2999c393fa70aa223fb1e5571432101db6bf6afdd575a5ba6acdb,refactored,"Version-3 source copied before adaptation; original source hash retained. Package imports, explicit configurable paths, offline validation and documentation adapted; scientific calculations and visual specification retained."
,src/dc_restoration/testbed/__init__.py,release/interface/documentation/test,,9adc1f886dafb7d60128ec72bcea4f2ef499ff4fd2b721b561adc2738a66d22e,new,New target-only packaging file; no archived source copied.
scripts/07_aggregate_distribution_graph.py,src/dc_restoration/testbed/aggregate_distribution_graph.py,testbed,b7b1fbb9b007e911bf0d8d3f0923259992444cefbf1060d6fc8c8d3c004b0124,aeaee0d29fdfb3c369f8a103e846f23fbf7d5a9f36add736aa0f697e4b33f832,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: json_list, dominant_class, convert_length_to_km, main"
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/benchmark_hard_case_v0_3_design.py,src/dc_restoration/testbed/benchmark.py,testbed,58cea5a29b08a472fe1ca84c38f6492f391d5137b27aaac3bb536548aabb4469,995a70abd25a497c546a5d09ef53181ef4e1cbf5ab5798e478a1cf262a9d68f1,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: _make_dirs, _clean_bus, _load_raw_distribution, convert_smartds_candidate, build_dc_anchor_overlay, write_conversion_outputs, CachedRestorationSimulator, sample_damage_edges, generate_benchmark_scenarios"
scripts/09_build_final_tables.py,src/dc_restoration/testbed/build_final_tables.py,testbed,35ed327f32d690b2dff6bb4ff0b89b5a975bb6416ddb0f49d1d0ae7697073d2f,cc9fae9ab2d316ada6fe2effd0dfac2182e9d31574dde0f06bbfece90bd1e79c,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: parse_json_list, make_priority, build_geojson, write_maps, main; repaired missing import of existing dominant_class helper."
scripts/04_download_distribution_subset.py,src/dc_restoration/testbed/download_distribution_subset.py,testbed,3457cd4796cc049d861006175288c38f37ff172806e191f654d7ccd2667ee7f4,d274da6b473986dcd6a3f1657abc42533b891eacacb8b0eb77194069c7077e6a,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: download_prefix_objects, scenario_root_path, main"
scripts/06_extract_subnetwork.py,src/dc_restoration/testbed/extract_subnetwork.py,testbed,0449fd7b80591588589d395667d87096afeeace50a79fc11e92840e055c36875,2dc77dce99facd26d3f14faa50322e088e57c48b6bf8a39c3d3aff36a108c7b0,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: main"
scripts/05_parse_opendss_distribution.py,src/dc_restoration/testbed/parse_opendss_distribution.py,testbed,a8c69d99eb044734d6d5bc5b574950b4bfae77f71b1cfeaf45a0905cad845f10,0e109bee698072bd4b7cdee2bbfadb8370cbb5a5eb8a5e179f2dcb00124140d5,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: scenario_root, gather_file_definitions, build_linecode_lookup, select_bus_feeder, parse_selected_distribution, main"
scripts/02_parse_td_mapping.py,src/dc_restoration/testbed/parse_td_mapping.py,testbed,4fd678119f4aa8e565c7f3107ad7f6f5c46fdf90b5dea00589fab7f10c8c5013,3829bbdab4262217208fe1aef360aa618bb194d6945ef152d9d9d12bc0cb732e,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: main"
scripts/01_parse_transmission.py,src/dc_restoration/testbed/parse_transmission.py,testbed,85b2a93248ec054bba47202aa26afc368bcc09c27519983e90cb391e8e71561d,e8309f3da17f14331919169cdfafbd99090b08c05de435889ec62d4139f334b0,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: main"
scripts/08_place_data_centers.py,src/dc_restoration/testbed/place_data_centers.py,testbed,b37d837bfd2474c4bc2a220c4a58ebcc308f18227d67c174aa037c4a335c4c91,220850e8547b36b7944764434a59957b67193bac70e54edf85e79ff75c2e7396,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: main"
scripts/11_prepare_baseline_case_v0_1.py,src/dc_restoration/testbed/prepare_baseline_case_v0_1.py,testbed,9f5e13c31d0509758d1f42826a876bc45523d0be3074874c9a8c856138a74a87,ec4f2e5fc8c18bc98f18d9013b3fe104d3c32c49ffbd257ab3081437d7a50e09,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: parse_json_list, project_equirectangular, unproject_equirectangular, distance_pair_metrics, normalize_bool, centroid_and_bbox, build_member_component_maps, classify_edge_row, build_projected_positions, edge_segments, draw_edge_subset, scatter_subset, style_axis, add_node_labels, select_candidate_nodes, facility_location_for_candidate, make_dc_record, make_overlay_tables, write_overlay_timeseries, plot_clean_network, build_post_pruning_powerflow_report, scenario_smoke_checks, main"
scripts/03_scan_gulf_candidates.py,src/dc_restoration/testbed/scan_gulf_candidates.py,testbed,2bcbcba7d4288960c0296b5f9a463b7ad763edf9c7ce4ef5e100498bf246764c,0f38814e647633e1b1f406e5e2063590fcf268bd3b0930abff59421a1fdc5098,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: load_service_area_buscoords, locate_substation_root, score_candidate, scan_service_area, main"
scripts/utils/__init__.py,src/dc_restoration/testbed/utils/__init__.py,testbed,562548c1dcf42035e4342af0dce950c0f57d1ca8f41d190956b181a38fd0d11c,0a7459fde99b8834d4f8fbd7e1a58a0bdd4d43d5844d800d5e852f801068be08,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: "
scripts/utils/dss_parse_utils.py,src/dc_restoration/testbed/utils/dss_parse_utils.py,testbed,3a2ed22a926a29795dc94f65aba6bf330f01d929f821b6f6a24a68f952827324,867cdd78016823052e283b591f7d89af119df5696a45268b40ad16e94469dc99,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: strip_inline_comment, dss_value, parse_new_element_line, parse_new_elements_from_file, bus_name_from_ref, phases_from_bus_ref, normalize_bool_token, numeric_or_none, infer_feeder_id_from_path, infer_line_installation, infer_customer_class, extract_profile_definitions, ensure_profile_csvs, build_snapshot_master, compile_dss_master, safe_active_bus_data, circuit_voltage_report, write_profile_parquet, read_profile_csv, json_dump"
scripts/utils/geo_utils.py,src/dc_restoration/testbed/utils/geo_utils.py,testbed,4e6c6d2ac744df0808dbb48941f3d3648c861dbd8a588393fa8664eaa65a6133,b7b62da86c89c43b7b8bf90ac4e56a9215b7dbbacb1115503e65b03370cba856,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: haversine_km, point_in_bbox, expand_bbox, min_distance_to_coast_km"
scripts/utils/project_utils.py,src/dc_restoration/testbed/utils/project_utils.py,testbed,3a265a7077a662ef05cef6ce0c622874db90180b9e681988788f47e7d5002087,0a5964b380cbb93a823b92c7d15a315f40ef31a0c53ec7d729324cbbfb8ce182,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: ProjectPaths, load_config, get_paths, ensure_project_dirs, setup_logging, default_arg_parser, write_json, write_text, write_iteration_summary, copy_config_to_final_case"
scripts/utils/s3_utils.py,src/dc_restoration/testbed/utils/s3_utils.py,testbed,028e838f6b4b51658853ac3cdd5aa224044e7779d2caa90dbc95124022f05bea,623c6a6f652d170731726b26de8dd30bd0826b162c25f46dcee2a664cb4e0646,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: _list_request, list_common_prefixes, list_objects, download_s3_object"
scripts/utils/smart_ds_utils.py,src/dc_restoration/testbed/utils/smart_ds_utils.py,testbed,df8e485eab5b2d75b040da389b1fdcdc36b09dabd0cc2c1d1b16c79b165fa51f,a0fe3757e6f4442a70dbefb13bb48191b6bcb2668ceb9fd87c40df611f775387,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: SmartDSSubstationRef, service_area_from_substation_id, root_bus_name_from_substation_id, infer_distribution_voltage_from_substation_id, infer_service_area_prefix, list_service_areas, fetch_text_from_s3, fetch_line_count_from_s3, list_substation_feeder_ids, parse_buscoords_text, candidate_root_bus_names, write_text_file"
scripts/utils/time_series_utils.py,src/dc_restoration/testbed/utils/time_series_utils.py,testbed,736b1ac338ee48f34e85a9adb42772880dfd278aabc94c0e7124785e2f8ef3bb,736b1ac338ee48f34e85a9adb42772880dfd278aabc94c0e7124785e2f8ef3bb,copied,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: build_non_leap_timestamps, representative_day_mask"
,tests/conftest.py,release/interface/documentation/test,,c4248cac08a947574841aa61e812f4615da22eb8932c6a4079de077a4504ad69,new,New target-only packaging file; no archived source copied.
,tests/fixtures/tiny_case/README.md,fixture,,395e0d5459e45900c8360913de6773a8b552576787093df6de9c60d4f7023512,new,New target-only packaging file; no archived source copied.
,tests/fixtures/tiny_case/dc_scenarios/anchor_zones.csv,fixture,,3837b73b1cc3f379b1e040f7d8ef6da365b5badac63cd1dff734f1a28926c203,new,New target-only packaging file; no archived source copied.
,tests/fixtures/tiny_case/network/data_centers.csv,fixture,,a82b236fda0ee5254558cd396ee3d46167ecff5dd24136bec771864b93be9315,new,New target-only packaging file; no archived source copied.
,tests/fixtures/tiny_case/network/edges.csv,fixture,,e9374dd59d55656059a952b8c9a6c5d77c98f4ac0b0c533e1686d635a95b2174,new,New target-only packaging file; no archived source copied.
,tests/fixtures/tiny_case/network/loads.csv,fixture,,b7a4753d99625d63db354f4036c0ac2975d948bda2a4e2c3b8aece91e2f8b9be,new,New target-only packaging file; no archived source copied.
,tests/fixtures/tiny_case/network/nodes.csv,fixture,,0be30488f0843ab519056dbab3b2ead1f56790194f0beb137e2f35b31d438a38,new,New target-only packaging file; no archived source copied.
,tests/fixtures/tiny_case/scenario_design/benchmark_hard_damage_components.csv,fixture,,a359ac25482a1854e741c445af64f5fca85d73c6fb2b586e57014a897e62c1b0,new,New target-only packaging file; no archived source copied.
,tests/fixtures/tiny_case/scenario_design/benchmark_hard_hurricane_scenario_manifest.csv,fixture,,713ef25bdff4e0cb14a26eacc915689f247994cfe7d9ad0a8c68224797696796,new,New target-only packaging file; no archived source copied.
,tests/test_analysis_tables.py,release/interface/documentation/test,,354f217dc16b85a0bef19feeca6b83a7c7baa568818d41a7db602c825e78699f,new,"Exercise invented analysis/BCR/plot schemas, fresh and GA ingestion, duplicates, missing pairs, invalid identities and CLI paths."
,tests/test_anchor_constraints.py,release/interface/documentation/test,,912d745276bc5730ee2c0e5f26ea8d16e55825a5589d60b7d4c0cd14764f6f8d,new,Verify unchanged critical-first/fixed within-class partial allocation and rejection of undefined modes.
,tests/test_benefit_cost.py,release/interface/documentation/test,,138629fe99418bd1cb6fa7fa46eeb94845fdb89551347ea130c86e9012522793,new,"Check climate boundaries, annual non-double-counting, every active assumption, strict configuration/ledger failures and CLI output selection."
,tests/test_benefit_cost_figures.py,release/interface/documentation/test,,188ec324760f1812d2eba430bef3c5424446e656b7cba5dafe2128fe4d4845e6,new,"Draw synthetic figure objects with exports intercepted; verify independent versions, exact names and configured reference captions."
,tests/test_cli.py,release/interface/documentation/test,,cb4663398efb4fdacd751e7eaf50aa771ddb17e6c9d97ab07d0ef8d6c22349b5,new,Cover the eighth help interface and pass actual tiny evaluator outputs through post-processing.
,tests/test_code_integrity.py,release interface regression tests,,2da33ecad5d7314b3f79fe7db0b8d1e03bd3ab834244dcdf6fc6bfef354c95f1,new,New target-only deterministic tests; no research artifact copied.
,tests/test_environment.py,release/interface/documentation/test,,1f63b3a3370da0d099bdbf34233461c18be99e9ef8fda5c969e0465f4603da2b,new,New target-only packaging file; no archived source copied.
,tests/test_interruption_damage.py,release/interface/documentation/test,,07214a8f19f1ae39009279da0a11a8fe32851356b5bb141c197978bf18980a80,new,New target-only packaging file; no archived source copied.
,tests/test_intro_map.py,introductory spatial map workflow,,ebdd30b63fa122c029912cc205f3ffd87818aa7d63db077002a936e79a41e8bb,new,"New target-only mapping interface, configuration or synthetic offline tests; no research data included."
,tests/test_policy_interfaces.py,release/interface/documentation/test,,575305de7d2376d86b47b3ebe4fa9feba92c0b5b5cce6aa98d02ac6a4c33bfc7,new,New target-only packaging file; no archived source copied.
,tests/test_smoke_rollout.py,release/interface/documentation/test,,3c029afb117b6dfbe9fae00349f007b783160e24f0856e647971c8dfed427958,new,New target-only packaging file; no archived source copied.
